age,sexe,taux,situationFamiliale,nbEnfantsAcharge,2eme voiture,immatriculation
44,F,417,En Couple,1,false,1162 FP 40
63,M,450,En Couple,1,false,6822 AJ 22
82,M,224,En Couple,4,false,3234 MX 75
57,Masculin,446,En Couple,1,false,4729 XK 83
42,M,495,En Couple,1,false,9519 OS 66
56,F,597,C?libataire,0,false,1566 MI 14
18,M,599,En Couple,1,false,8994 RA 97
52,F,535,En Couple,3,false,8973 BE 52
26,M,515,En Couple,1,true,3143 PV 41
20,M,1146,En Couple,4,false,7558 AE 65
56,F,499,En Couple,1,false,4582 KU 58
21,M,404,En Couple,3,false,470 ES 76
38,M,440,En Couple,1,false,4975 IS 22
33,F,711,En Couple,4,false,3985 JR 43
52,F,450,En Couple,1,false,267 WP 12
29,M,164,En Couple,3,false,8279 KP 71
46,M,977,C?libataire,0,false,5232 BY 87
59,F,1024,C?libataire,0,false,7456 TL 78
61,M,1159,En Couple,0,false,3483 BM 22
29,M,201,En Couple,2,false,1666 WE 77
18,M,541,En Couple,4,false,4836 CX 69
36,F,546,C?libataire,0,false,9880 TQ 31
53,M,560,En Couple,1,true,2287 YM 10
21,M,1250,En Couple,2,true,9465 AO 76
28,F,1381,En Couple,2,false,9255 IP 90
67,F,595,C?libataire,0,false,8857 NU 45
28,F,158,En Couple,4,true,9507 NI 90
76,F,519,C?libataire,0,false,3664 DV 21
66,M,1030,C?libataire,0,false,8915 HQ 43
41,M,550,En Couple,4,false,6486 AX 93
49,M,209,En Couple,1,false,8050 OK 18
59,M,499,Seule,3,false,1433 ZI 57
21,M,585,En Couple,0,false,7859 TF 20
48,M,1050,En Couple,1,false,7683 JV 49
19,M,561,En Couple,1,false,6581 BK 14
49,F,213,C?libataire,0,false,5510 PZ 29
26,F,409,En Couple,0,false,7936 GD 66
76,M,1033,En Couple,4,false,3825 GV 69
34,M,435,En Couple,2,false,3415 DG 64
22,M,242,En Couple,2,false,8170 NL 65
50,F,563,C?libataire,0,false,5413 FT 79
19,F,571,C?libataire,0,false,5619 UM 29
52,F,238,En Couple,0,false,4098 SP 91
56,F,400,En Couple,1,false,6167 TR 20
20,F,942,C?libataire,0,false,9118 PP 95
25,M,853,C?libataire,0,false,6587 UX 12
72,F,989,En Couple,0,false,6002 DG 14
24,F,469,En Couple,3,false,6975 XW 94
66,F,1331,C?libataire,0,false,9075 LY 10
26,M,599,Seule,3,false,2636 QO 33
18,Masculin,202,C?libataire,0,false,9936 KR 76
73,M,764,En Couple,0,false,9446 RU 17
48,M,518,En Couple,1,false,8097 JM 16
26,M,881,En Couple,3,false,5657 CX 45
36,F,964,En Couple,2,false,7704 EH 39
56,M,459,Seule,1,false,5486 UP 26
40,F,453,En Couple,1,false,865 LA 54
51,M,489,En Couple,2,true,3844 NE 83
55,F,452,C?libataire,0,false,6227 OI 72
52,F,502,En Couple,2,false,2168 DU 18
23,M,1093,En Couple,4,false,205 GD 74
39,M,429,En Couple,2,true,2031 SN 34
28,M,227,En Couple,2,false,2892 TH 30
19,M,480,En Couple,2,false,9193 DA 73
40,M,473,En Couple,2,false,2466 ME 42
43,M,209,En Couple,1,false,3166 QV 75
59,F,1044,En Couple,0,false,9853 BB 36
23,M,223,En Couple,1,true,8322 SF 94
22,M,1161,En Couple,0,false,1607 ZX 97
55,M,1396,En Couple,0,false,1186 UJ 37
22,M,1049,En Couple,0,false,2946 UJ 97
49,F,475,En Couple,2,false,4117 KT 39
59,M,405,En Couple,2,true,9290 NA 19
76,?,216,En Couple,2,false,1213 QY 21
61,M,463,En Couple,3,false,3829 UF 51
53,M,1121,En Couple,2,false,5638 AT 56
59,F,820,En Couple,4,false,8035 DH 44
35,M,1353,C?libataire,0,false,8084 XN 13
72,M,1086,En Couple,3,true,7295 RC 53
25,F,235,En Couple,0,false,9030 BK 12
66,F,1092,C?libataire,0,false,5501 IZ 70
41,M,442,En Couple,4,false,2823 HX 79
58,M,1039,En Couple,3,false,4332 LF 45
72,F,509,C?libataire,0,false,2633 JT 61
25,F,565,En Couple,0,true,4324 YA 50
65,M,975,En Couple,0,false,3578 RA 76
53,M,501,En Couple,2,false,7254 EE 18
36,M,446,Seule,1,false,8240 UL 78
39,M,481,En Couple,1,false,1824 UR 59
55,F,414,En Couple,1,true,3246 RG 41
51,M,551,En Couple,1,false,1336 VC 62
23,M,1107,C?libataire,0,false,4415 ME 49
-1,M,195,C?libataire,0,false,4126 SB 95
34,M,418,C?libataire,0,false,4967 WZ 61
46,M,1201,En Couple,3,false,4492 CU 59
39,M,545,En Couple,2,true,4055 WM 38
36,M,226,En Couple,1,false,3495 AZ 84
26,F,779,C?libataire,0,false,4007 WV 77
45,F,1312,C?libataire,0,false,9485 VD 27
58,F,1258,C?libataire,0,false,7196 ZN 30
80,M,406,En Couple,2,false,9734 ZD 36
50,M,417,C?libataire,0,false,5377 BK 85
82,F,523,En Couple,2,false,2292 CC 50
28,F,571,C?libataire,0,false,4271 KP 60
33,F,828,En Couple,4,false,3701 OX 34
83,M,577,En Couple,0,true,7543 EL 65
41,M,188,En Couple,2,true,4317 RD 72
61,F,201,En Couple,1,false,6979 CX 51
56,F,494,C?libataire,0,false,6415 NN 53
76,F,868,En Couple,3,false,7163 ME 68
43,M,1014,En Couple,0,false,9683 NQ 56
39,M,728,En Couple,2,false,5692 NI 69
44,M,1250,En Couple,2,true,3518 TA 50
21,M,199,C?libataire,0,false,3136 ZF 43
24,M,507,C?libataire,0,false,2399 OK 18
34,M,593,En Couple,4,false,4250 IQ 32
18,F,203,Seule,1,false,3341 AO 26
52,M,427,En Couple,2, ,5080 PA 68
74,M,576,En Couple,4,true,3772 JR 43
38,M,1118,En Couple,2,false,913 VX 73
55,M,426,En Couple,0,false,3687 WK 20
76,M,155,En Couple,0,false,4471 JL 76
37,M,458,Seule,2,false,7732 SE 46
23,F,561,C?libataire,0,false,6484 ZK 63
43,M,587,En Couple,4,false,9973 GC 37
29,M,212,En Couple,3,false,9022 JS 77
25,M,543,Seule,3,false,4947 RA 68
77,F,476,En Couple,2,false,8308 GG 48
19,F,503,C?libataire,0,false,6531 ZC 40
57,M,1370,En Couple,2,false,3072 PU 17
24,F,1266,C?libataire,0,false,1138 EA 71
27,M,1019,En Couple,1,false,2068 BZ 54
38,M,463,En Couple,2,true,1610 TS 52
31,M,1378,C?libataire,0,false,6383 YN 77
35,F,245,En Couple,3,false,2989 AQ 66
45,M,927,C?libataire,0,false,6343 KF 60
23,F,1162,Seul,0,false,1606 VT 21
36,M,421,En Couple,3,false,3230 VA 66
81,M,428,C?libataire,0,false,7805 ZW 53
69,M,864,En Couple,-1,false,6640 SS 47
52,Homme,525,C?libataire,0,false,7825 BO 33
62,Masculin,1301,C?libataire,0,false,3184 KB 33
20,M,405,Divorc?e,3,false,4285 AI 74
34,M,577,C?libataire,0,false,3680 RT 57
74,Masculin,235,En Couple,0,false,421 FK 22
47,F,409,C?libataire,0,false,2007 OX 83
52,M,1340,Seule,1,false,6728 KZ 29
46,M,1093,En Couple,3,false,7178 LB 86
56,M,222,En Couple,2,false,8173 DB 15
49,M,569,C?libataire,0,false,3878 YI 80
20,M,187,En Couple,1,false,9960 OX 85
58,M,595,En Couple,1,false,1841 QI 58
33,F,592,En Couple,1,false,9603 RS 40
42,M,1234,En Couple,0,false,7070 MB 79
32,M,485,C?libataire,0,false,3047 CF 73
77,M,767,C?libataire,0,false,4871 WF 32
26,M,247,En Couple,2,false,3491 ZF 30
28,M,1305,En Couple,2,true,5315 GU 46
22,M,419,En Couple,0,false,512 PK 66
33,M,234,C?libataire,0,false,4607 OB 35
26,M,412,En Couple,3,false,309 OK 26
28,M,1147,En Couple,3,false,1366 FR 65
54,M,463,En Couple,1,false,7679 NV 12
48,M,1224,En Couple,3,false,2091 PM 29
51,M,1222,En Couple,1,true,7301 LJ 89
38,M,492,En Couple,1,false,3180 KV 96
28,F,227,En Couple,2,false,7724 TI 81
18,F,435,En Couple,1,false,4446 XN 45
35,F,506,En Couple,2,false,9726 ZB 87
40,M,723,Seule,2,false,4821 VZ 78
40,M,1067,En Couple,4,false,7955 PF 26
18,M,232,C?libataire,0,false,2730 DX 47
30,M,163,C?libataire,0,false,2682 MI 73
46,M,1106,En Couple,0,false,5156 PZ 82
42,F,1368,En Couple,3,true,4014 JE 52
43,M,234,En Couple,3,false,5794 XM 97
59,F,494,En Couple,3,false,9763 IZ 12
29,F,1111,En Couple,4,false,973 GG 24
36,F,227,C?libataire,0,false,3799 PQ 96
26,M,187,C?libataire,0,false,5704 YK 93
33,M,593,Seule,3,false,179 LJ 39
34,M,214,En Couple,1,false,4801 FE 91
22,F,1321,En Couple,1,false,3658 SH 70
27,M,160,C?libataire,0,false,9711 MT 87
35,M,204,C?libataire,0,false,535 CY 48
44,M,594,En Couple,3,false,643 UW 17
32,M,199,En Couple,1,false,4912 DF 19
62,F,1374,Seule,1,false,7225 KT 22
67,M,509,En Couple,2,false,375 UU 16
56,M,152,En Couple,4,false,4038 KW 52
48,F,156,En Couple,0,false,9572 MG 30
39,M,591,C?libataire,0,false,1993 CB 65
43,F,1007,En Couple,2,false,5630 AP 64
64,F,409,Seule,1,false,6076 XZ 52
24,F,417,C?libataire,0,false,9841 BZ 59
49,F,1100,En Couple,0,true,7313 MC 70
37,M,223,En Couple,0,false,4663 UH 56
73,M,435,En Couple,0,false,7991 FZ 22
59,M,178,Seule,2,false,4657 CN 59
60,F,170,En Couple,0,false,5236 OS 31
32,M,1106,C?libataire,0,false,8397 LY 54
28,M,987,En Couple,2,false,8330 UC 19
53,M,435,En Couple,0,false,6063 XT 66
47,M,547,En Couple,3,false,9412 AR 61
20,M,517,En Couple,1,false,1625 WZ 91
31,M,1146,En Couple,0,false,1399 EL 97
79,F,244,C?libataire,0,false,597 FF 93
64,F,1154,C?libataire,0,false,4355 AA 67
62,M,853,C?libataire,0,false,4727 IN 11
44,N/D,1132,En Couple,2,false,8930 GD 96
22,M,842,En Couple,1,false,5597 YM 60
66,M,406,En Couple,1,false,8021 QI 49
49,M,510,C?libataire,0,false,7968 PH 17
20,F,1102,C?libataire,0,false,3595 ZC 91
60,M,597,En Couple,0,false,4867 MM 29
37,M,1334,En Couple,4,false,7948 MN 71
35,F,1120,C?libataire,0,false,8624 DZ 89
48,M,165,En Couple,3,false,1927 NV 50
45,M,405,C?libataire,0,false,4336 TL 36
57,M,435,C?libataire,0,false,1194 PF 67
25,M,422,Seul,0,false,5057 TC 10
38,F,207, ,1,false,4120 OC 70
28,M,563,En Couple,2,false,8719 IX 37
38,M,247,C?libataire,0,false,8513 LN 52
58,M,595,En Couple,0,false,7789 KO 72
22,M,436,C?libataire,0,false,5759 VC 49
23,M,215,C?libataire,0,false,555 PL 30
49,F,1215,C?libataire,0,false,5637 ZI 82
45,M,1102,En Couple,2,false,959 TJ 68
25,M,881,C?libataire,0,false,672 KB 49
81,M,745,Mari?(e),2,false,798 DS 34
22,M,568,En Couple,0,false,3112 XI 93
20,M,491,En Couple,0,false,7650 MP 92
38,F,1176,En Couple,2,false,925 TU 61
36,M,194,C?libataire,0,false,7138 OJ 36
22,F,579,Mari?(e),3,false,2091 SV 26
25,F,587,En Couple,1,true,1727 YK 31
22,F,428,En Couple,1,false,1224 JJ 26
56,M,548,En Couple,2,false,5251 FW 51
21,M,471,C?libataire,0,false,7347 GO 50
39,M,581,Seule,2,false,7041 UJ 85
54,F,446,En Couple,1,false,164 YD 30
48,M,202,En Couple,3,false,282 NO 89
81,M,962,C?libataire,0,false,3312 ME 48
20,F,1220,En Couple,1,false,5364 SD 92
83,M,465,C?libataire,0,false,2116 LL 64
32,M,1207,En Couple,3,false,6418 XO 23
64,F,456,En Couple,4,false,4375 FF 74
22,M,233,En Couple,3,false,4225 PJ 18
39,F,561,C?libataire,0,false,9994 AU 39
36,F,479,C?libataire,0,false,966 TL 27
26,F,556,En Couple,3,true,569 CR 40
37,F,414,En Couple,1,false,3266 OX 73
62,F,516,En Couple,2,false,5848 HD 26
25,M,444,En Couple,0,false,2608 KH 53
46,M,442,En Couple,2,false,4536 AP 28
47,M,519,En Couple,1,true,3731 YS 59
50,F,435,En Couple,1,false,2849 YL 65
47,M,480,En Couple,1,false,6554 SE 80
44,M,485,En Couple,4,true,7208 DE 12
43,M,236,Seule,1, ,3534 DP 39
34,F,488,C?libataire,0,false,264 VS 72
22,M,1238,En Couple,2,false,4560 RE 56
39,M,1298,En Couple,2,false,6362 RP 40
28,F,184,C?libataire,0,false,1533 NV 76
22,F,1241,En Couple,2,false,6943 FV 24
41,M,466,En Couple,4,false,1515 ZK 92
81,M,472,En Couple,3,false,9922 CX 95
27,M,489,En Couple,3,false,1627 YI 14
43,M,558,En Couple,1,false,1896 PX 88
77,M,483,En Couple,0,false,295 ME 33
21,M,455,En Couple,4,false,7265 JS 30
73,F,570,En Couple,4,false,9410 SP 98
48,F,429,C?libataire,0,false,2262 SD 63
27,Masculin,584,En Couple,0,false,9213 RV 70
43,M,223,En Couple,2,true,3306 FB 76
40,M,243,En Couple,4,false,7486 PC 71
82,M,832,C?libataire,0,false,7179 WI 40
26,F,233,En Couple,1,false,6536 MM 74
75,M,957,En Couple,3,false,6545 MW 50
64,M,812,En Couple,4,false,4807 IR 12
46,M,169,En Couple,2,false,6043 ZR 29
46,F,967,C?libataire,0,false,2818 EO 41
58,M,488,En Couple,2,false,4134 OQ 34
75,F,196,C?libataire,0,false,5402 QM 61
59,M,490,En Couple,0,false,6887 MS 62
67,M,1105,En Couple,2,true,2743 KL 42
22,F,193,C?libataire,0,false,3485 UQ 40
49,M,925,En Couple,4,false,6239 JU 76
55,F,578,En Couple,4,false,3442 EM 92
25,M,441,En Couple,2,false,8113 TP 68
27,M,523,En Couple,0,false,6905 PP 91
64,F,442,En Couple,3,true,483 IR 55
45,F,800,En Couple,1,false,7487 TS 40
55,M,416,C?libataire,0,false,905 QE 10
18,M,832,C?libataire,0,false,3307 MK 82
56,M,519,En Couple,3,false,7023 TF 64
55,M,508,En Couple,0,false,511 NV 78
78,M,994,C?libataire,0,false,1883 XH 83
34,F,433,En Couple,3,false,1942 RP 90
23,M,557,En Couple,0,false,1390 ZE 40
22,M,191,C?libataire,0,false,7606 WQ 65
63,M,584,Seule,1,false,2529 HO 17
41,F,599,En Couple,0,false,909 CO 94
18,M,971,Seule,1,false,9018 QN 86
19,M,1141,En Couple,0,true,9542 JM 96
29,M,448,En Couple,1,true,2214 CC 72
71,F,475,En Couple,2,false,9363 TQ 72
58,M,182,En Couple,2,false,9662 PR 82
20,F,557,En Couple,2,false,8593 DU 97
30,F,162,En Couple,4,false,7620 IO 21
28,M,514,En Couple,2,true,9641 MO 46
45,M,421,En Couple,2,false,8341 XF 75
18,F,552,En Couple,3,false,8603 KD 90
29,M,1011,C?libataire,0,false,4246 XI 92
83,F,830,En Couple,0,false,8162 OD 55
54,M,920,En Couple,2,false,8152 AI 84
60,M,533,En Couple,1,true,308 QC 30
82,M,531,Seule,2,false,37 SO 23
32,M,1366,En Couple,1,false,689 NS 63
26,F,562,En Couple,0,false,7442 BO 54
22,M,188,En Couple,2,false,2497 IO 91
74,M,187,En Couple,1,false,4301 TU 66
45,M,581,C?libataire,0,false,8600 AX 48
29,F,951,C?libataire,0,false,4975 FG 77
41,M,1185,En Couple,2,true,4532 LC 77
49,M,823,En Couple,0,false,2137 ZN 51
26,M,828,C?libataire,0,false,2090 BD 17
22,M,887,En Couple,1,true,9160 LO 67
51,M,1263,C?libataire,0,false,1566 GD 57
23,Homme,459,C?libataire,0,false,2194 TV 24
67,M,574,En Couple,2,true,9577 PC 85
26,M,1010,C?libataire,0,false,1287 PW 28
41,M,444,En Couple,1,false,1843 XE 87
40,M,201,En Couple,3,false,4851 AV 90
75,M,749,En Couple,1,true,4584 GN 62
19,M,1309,C?libataire,0,false,2664 RE 49
57,M,559,En Couple,2,false,964 QT 10
22,M,1084,En Couple,0,false,4598 LC 96
70,M,234,C?libataire,0,false,3081 VK 29
42,F,540,En Couple,0,false,1749 VX 83
46,M,553,En Couple,0,false,9765 GK 56
55,M,549,C?libataire,0,false,1511 ZR 51
25,M,202,En Couple,0,false,2623 QF 55
46,M,490,C?libataire,0,false,4904 IM 94
23,M,724,En Couple,2,false,6969 ST 79
30,M,249,En Couple,0,false,1199 ZY 15
81,F,557,En Couple,4,false,7148 IZ 55
59,M,163,C?libataire,0,false,7868 HO 13
31,M,159,Seule,1,false,9792 OL 12
31,M,744,C?libataire,0,false,4538 TV 67
35,M,441,C?libataire,0,false,9523 OT 94
22,M,598,En Couple,1,false,5836 VB 18
24,M,157,C?libataire,0,false,927 HL 61
81,M,1262,C?libataire,0,false,17 RF 39
28,F,423,En Couple,1,false,9542 RD 87
21,M,519,En Couple,2,true,4161 KI 89
41,M,455,En Couple,3,true,7559 IY 87
71,M,513,C?libataire,0,false,9391 TU 68
41,M,507,C?libataire,0,false,4936 EU 32
26,M,1228,En Couple,2,false,1847 YL 93
74,M,157,C?libataire,0,false,1179 VU 61
20,M,1178,C?libataire,0,false,2798 IP 97
59,M,163,Seule,3,false,75 OW 72
31,M,427,En Couple,2,false,5303 VU 31
25,M,488,En Couple,0,false,2718 GJ 60
68,M,523,En Couple,4,false,6922 TA 88
82,F,1260,En Couple,1,false,3890 QE 22
52,M,884,En Couple,0,true,5677 IP 36
22,M,215,En Couple,3,false,8161 YV 29
37,F,1004,Seule,3,false,7837 CZ 66
50,F,171,En Couple,3,false,4335 LA 86
23,M,788,C?libataire,0,false,7858 YE 97
70,M,419,En Couple,0,false,3848 AF 65
25,F,1123,C?libataire,0,false,4752 NT 92
27,M,156,En Couple,1,false,8021 XC 83
67,F,1109,En Couple,4,true,66 KY 59
25,M,935,En Couple,3,true,6405 NO 26
72,M,553,En Couple,2,false,7311 JO 20
29,M,413,En Couple,0,false,773 LY 84
24,F?minin,973,En Couple,3,false,8535 WC 94
52,M,586,En Couple,0,true,5771 BA 98
24,F,1268,C?libataire,0,false,7045 VK 21
33,Homme,418,En Couple,2,false,6612 DG 70
55,F,1372,Seule,2,false,3308 AD 81
35,M,562,En Couple,1,true,9851 UW 69
28,M,400,C?libataire,0,false,7594 IV 41
29,M,454,En Couple,0,false,6499 SN 69
77,F,989,C?libataire,0,false,4314 GT 30
24,M,739,C?libataire,0,false,9193 ZL 22
18,M,539,En Couple,2,false,1547 BB 97
32,M,544,En Couple,4,false,6181 AU 66
58,Femme,555,En Couple,0,true,2044 TN 45
25,M,492,En Couple,2,false,3111 DL 43
40,M,425,Seule,1,false,1250 EM 65
82,F,479,C?libataire,0,false,763 HJ 18
65,M,241,C?libataire,0,false,8973 UZ 53
56,F,539,C?libataire,0,false,8167 KW 90
27,F,927,En Couple,2,false,9497 PG 31
25,M,420,C?libataire,0,false,2570 VG 28
46,M,561,En Couple,1,false,8936 WD 91
21,M,1201,En Couple,1,false,6045 KL 58
44,M,426,En Couple,1,false,1178 QO 45
52,M,707,C?libataire,0,false,9171 OR 41
58,F,760,En Couple,0,false,1622 LF 30
77,M,227,En Couple,2,false,825 HW 68
33,M,168,En Couple,3,false,1024 BK 26
45,M,969,En Couple,2,false,7128 KZ 70
82,M,1286,En Couple,2,true,6499 DG 33
49,M,843,En Couple,0,false,1584 AK 90
24,M,527,En Couple,1,true,2806 JT 37
34,M,220,En Couple,0,true,1933 DE 11
48,M,501,En Couple,1,true,7033 SH 52
40,F,586,C?libataire,0,false,7923 CZ 39
30,M,716,C?libataire,0,false,726 VI 82
34,F,159,C?libataire,0,false,8915 FL 28
